GLIMMER (ver. 3.02; iterated)  predictions:
 orfID      start     end  frame  score
orf04792  4003474  4002575  -2    12.11
orf04793  4005742  4003670  -2     9.64
orf04794  4005879  4006112  +3     5.22
orf04795  4006889  4006161  -3     8.77
orf04796  4006940  4007086  +2    13.59
orf04797  4008780  4007254  -1     3.44
orf04798  4009908  4009078  -1     9.00
orf04799  4011449  4010160  -3    10.19
orf04800  4013316  4011577  -1    10.31
orf04801  4014033  4013584  -1     7.88
orf04802  4015015  4014176  -2    10.66
orf04804  4016911  4015019  -2    10.52
orf04806  4018103  4017213  -3    12.16
orf04808  4018333  4018103  -2    14.79
orf04809  4019681  4018323  -3    10.70
orf04810  4020568  4019708  -2    11.56
orf04811  4020984  4020592  -1    14.00
orf04812  4021723  4021331  -2    15.89
orf04813  4023098  4021746  -3    11.28
orf04814  4023609  4023115  -1    12.96
orf04815  4025038  4024367  -2    11.96
orf04817  4025716  4025054  -2     7.89
orf04818  4026338  4025706  -3    10.46
orf04819  4027523  4026351  -3     8.85
orf04820  4027812  4027534  -1    10.56
orf04821  4028144  4027941  -3     6.16
orf04822  4028674  4028159  -2     7.98
orf04823  4029594  4028668  -1     8.70
orf04824  4029904  4029623  -2     4.59
orf04825  4030093  4030671  +1     7.29
orf04827  4031547  4030990  -1    13.01
orf04828  4032630  4031569  -1    11.82
orf04829  4033075  4032635  -2    10.16
orf04830  4033616  4033128  -3     8.56
orf04831  4033861  4034781  +1     7.93
orf04832  4034861  4035262  +2     5.69
orf04833  4035921  4035259  -1    12.88
orf04835  4036403  4035975  -3    12.36
orf04836  4037573  4036548  -3     8.36
orf04837  4037771  4037652  -3     0.91
orf04838  4037845  4038693  +1     9.98
orf04839  4039558  4038722  -2    12.64
orf04840  4039729  4040112  +1    11.14
orf04841  4040353  4041339  +1     7.00
orf04842  4041442  4042017  +1     6.84
orf04843  4042089  4042421  +3    13.97
orf04844  4042423  4042737  +1     8.65
orf04845  4042753  4043010  +1     3.45
orf04847  4043215  4043027  -2     5.25
orf04848  4044057  4043464  -1     4.14
orf04849  4044694  4044071  -2     4.08
orf04850  4045359  4044727  -1     3.89
orf04852  4045562  4045374  -3     8.72
orf04853  4046041  4045664  -2     2.88
orf04854  4046894  4046022  -3     9.87
orf04855  4047272  4046898  -3     9.72
orf04857  4047580  4047389  -2     3.77
orf04858  4047854  4047651  -3     9.67
orf04859  4049622  4048147  -1    12.80
orf04860  4050962  4049619  -3    12.80
orf04861  4052083  4050983  -2    12.69
orf04862  4052475  4054157  +3     6.66
orf04863  4054144  4054938  +1     4.33
orf04864  4055105  4054974  -3    13.59
orf04865  4055430  4055203  -1     5.87
orf04866  4055504  4055620  +2     1.99
orf04867  4055750  4056382  +2     7.26
orf04868  4056650  4056450  -3     7.49
orf04869  4057186  4056689  -2    11.43
orf04870  4057185  4057316  +3     0.48
orf04871  4057957  4057307  -2     7.95
orf04872  4058503  4058186  -2     3.42
orf04873  4058850  4058500  -1     4.23
orf04874  4059242  4058940  -3     7.88
orf04875  4059690  4059235  -1     2.92
orf04877  4059986  4059687  -3     7.02
orf04878  4061029  4059998  -2     4.25
orf04879  4062068  4061022  -3     6.47
orf04880  4062271  4062966  +1     9.92
orf04881  4063092  4063334  +3     4.86
orf04883  4063442  4064836  +2    10.73
orf04884  4065418  4065011  -2     6.22
orf04885  4065721  4065506  -2     8.09
orf04886  4065974  4066285  +2     5.32
orf04887  4066810  4066322  -2    11.05
orf04888  4067264  4066890  -3    11.90
orf04889  4067619  4067359  -1     4.55
orf04890  4068773  4067715  -3     9.78
orf04891  4072190  4068792  -3    10.51
orf04892  4074027  4072195  -1     9.92
orf04893  4074614  4075726  +2     7.65
orf04894  4075723  4076886  +1     7.30
orf04895  4077015  4077476  +3     3.96
orf04896  4077958  4078248  +1     7.84
orf04897  4079505  4078393  -1     7.75
orf04898  4080141  4079515  -1    11.50
orf04899  4080312  4080485  +3     6.82
orf04900  4081548  4080565  -1    14.00
orf04901  4081768  4081568  -2    11.12
orf04902  4082450  4081872  -3    11.64
orf04903  4082704  4082555  -2     4.13
orf04904  4085128  4082774  -2     5.99
orf04905  4086160  4085504  -2    13.50
orf04906  4087131  4086316  -1    10.74
orf04908  4088026  4087160  -2     7.75
orf04909  4088978  4088028  -3     7.64
orf04910  4089923  4089006  -3     6.47
orf04911  4092375  4090255  -1    10.54
orf04912  4093762  4092485  -2     5.81
orf04913  4094489  4093878  -3    10.88
orf04914  4095075  4095785  +3     8.63
orf04915  4095857  4096222  +2     8.99
orf04916  4096378  4097490  +1    13.16
orf04918  4097984  4097571  -3     7.61
orf04919  4098831  4097998  -1    10.21
orf04920  4099601  4098831  -3     8.92
orf04921  4100721  4099843  -1    11.05
orf04922  4100787  4101125  +3     7.15
orf04923  4102040  4101144  -3    11.64
orf04924  4103581  4102271  -2    10.93
orf04925  4104086  4103913  -3    11.94
orf04926  4104089  4104454  +2     4.49
orf04927  4104621  4105571  +3     9.93
orf04929  4106733  4105612  -1    11.94
orf04930  4107437  4106730  -3    14.68
orf04931  4107959  4107603  -3    14.02
orf04932  4109466  4108345  -1    12.55
orf04933  4111322  4109526  -3     8.21
orf04934  4111808  4111653  -3     0.81
orf04935  4112128  4111997  -2     2.26
orf04936  4112988  4112176  -1    11.03
orf04938  4113650  4113018  -3     7.34
orf04939  4114504  4113758  -2     6.51
orf04940  4114681  4114538  -2     8.89
orf04941  4115763  4114858  -1    11.28
orf04942  4116154  4115756  -2     8.99
orf04943  4116607  4116254  -2     5.89
orf04944  4117074  4116604  -1    14.62
orf04945  4119215  4117071  -3     8.59
orf04946  4120368  4119409  -1    10.52
orf04947  4121571  4120372  -1     8.02
orf04948  4122041  4121748  -3     3.98
orf04949  4122593  4122150  -3     8.85
orf04950  4122782  4122609  -3     9.01
orf04951  4124465  4123113  -3    12.27
orf04952  4125221  4124472  -3    10.00
orf04953  4126305  4125367  -1    12.14
orf04954  4127449  4126334  -2    12.39
orf04955  4129489  4127654  -2    14.57
orf04956  4130082  4129516  -1    14.17
orf04957  4131213  4130197  -1     6.47
orf04958  4132483  4131347  -2     9.84
orf04959  4132913  4132539  -3     6.94
orf04961  4134868  4133045  -2    11.40
orf04962  4135441  4135079  -2     6.60
orf04963  4136547  4135441  -1    12.70
orf04964  4136729  4136986  +2     6.01
orf04965  4138079  4137069  -3    11.80
orf04966  4138426  4138560  +1    10.77
orf04968  4140724  4140888  +1     0.68
orf04969  4140665  4138587  -3     4.27
orf04970  4141477  4140920  -2     8.36
orf04972  4142136  4141540  -1    10.51
orf04973  4142217  4143044  +3     5.03
orf04974  4143965  4143216  -3    10.86
orf04975  4144318  4143962  -2    14.63
orf04976  4144884  4144315  -1     8.97
orf04977  4145443  4144874  -2     5.63
orf04978  4145775  4145575  -1    11.60
orf04979  4146706  4145780  -2     7.96
orf04980  4147828  4146722  -2    10.19
orf04981  4148344  4147832  -2    11.78
orf04982  4148592  4148735  +3     5.85
orf04983  4149670  4148882  -2     8.86
orf04984  4150675  4149962  -2    10.42
orf04985  4150858  4151151  +1     3.94
orf04986  4151340  4151750  +3     3.59
orf04987  4153287  4151794  -1     7.64
orf04988  4153507  4153358  -2     7.42
orf04989  4154275  4153652  -2     9.68
orf04990  4154340  4154456  +3     1.04
orf04991  4154629  4155279  +1     7.24
orf04992  4155800  4155333  -3     9.72
orf04993  4157240  4155855  -3    13.40
orf04994  4157524  4157348  -2     0.35
orf04995  4157502  4158335  +3     3.63
orf04996  4158351  4159235  +3     6.43
orf04997  4159777  4159277  -2    10.53
orf04998  4160578  4160042  -2     7.24
orf04999  4161199  4160597  -2     4.12
orf05000  4161370  4161708  +1     6.85
orf05001  4161779  4161901  +2    11.16
orf05002  4163181  4161949  -1     6.61
orf05003  4163410  4166163  +1     9.84
orf05004  4166288  4166431  +2     0.33
orf05005  4166901  4168655  +3     9.48
orf05006  4168636  4168950  +1     7.23
orf05007  4169369  4168968  -3     9.48
orf05008  4169824  4169384  -2     8.43
orf05009  4170250  4169846  -2    12.35
orf05010  4170406  4170951  +1     9.05
orf05011  4171361  4170984  -3     9.98
orf05012  4171931  4171473  -3     5.85
orf05013  4172494  4171988  -2     9.20
orf05014  4173198  4172800  -1    10.94
orf05015  4173983  4173165  -3     8.55
orf05016  4174998  4173970  -1     7.69
orf05017  4175951  4175004  -3    10.77
orf05018  4176335  4176108  -3     7.48
orf05019  4179065  4176462  -3     9.25
orf05020  4180458  4179325  -1    10.67
orf05021  4181385  4180462  -1    10.78
orf05022  4182163  4181468  -2    14.14
orf05023  4182816  4182178  -1     8.01
orf05024  4182953  4183168  +2     7.01
orf05025  4183851  4183204  -1    12.77
orf05026  4185722  4183968  -3     8.59
orf05027  4186291  4185815  -2    12.04
orf05028  4187208  4186570  -1    10.17
orf05029  4188506  4187226  -3    11.44
orf05030  4189454  4188525  -3    10.96
orf05032  4190103  4189462  -1    11.53
orf05033  4191376  4190306  -2    10.35
orf05034  4191872  4191594  -3    13.87
orf05035  4192298  4191885  -3    11.03
orf05036  4192568  4192302  -3     8.98
orf05038  4195287  4192645  -1    12.68
orf05039  4195770  4196039  +3     3.72
orf05040  4197218  4196151  -3     8.88
orf05041  4197395  4197607  +2     7.48
orf05042  4197771  4197643  -1    10.94
orf05043  4197978  4197790  -1     6.13
orf05044  4200442  4198106  -2     9.80
orf05046  4201197  4200538  -1    14.63
orf05048  4202426  4201308  -3    11.90
orf05049  4203585  4202440  -1     9.82
orf05050  4204037  4203621  -3    10.85
orf05051  4204330  4205616  +1     8.55
orf05052  4205654  4206295  +2     7.44
orf05053  4207357  4206590  -2    12.93
orf05055  4209482  4207707  -3    13.32
orf05056  4210925  4209495  -3    10.86
orf05057  4211297  4211121  -3     8.97
orf05059  4211923  4211483  -2    10.93
orf05060  4214124  4211941  -1    11.03
orf05061  4214847  4214335  -1    14.03
orf05062  4217234  4214895  -3    10.09
orf05063  4218232  4217336  -2    10.45
orf05064  4220647  4218383  -2    10.35
orf05065  4221202  4220918  -2     8.03
orf05066  4221377  4222936  +2     8.25
orf05067  4223613  4222966  -1     6.31
orf05069  4223716  4224099  +1     7.13
orf05070  4224396  4224136  -1    14.25
orf05071  4225563  4224424  -1    10.95
orf05072  4226628  4225576  -1    12.83
orf05073  4226848  4226648  -2     7.46
orf05074  4227846  4226845  -1    11.80
orf05075  4228469  4227852  -3    10.47
orf05076  4228658  4229602  +2    11.34
orf05077  4230145  4229615  -2    12.21
orf05078  4230532  4230266  -2     4.83
orf05079  4231194  4230535  -1     4.41
orf05080  4231581  4231261  -1     6.19
orf05084  4232028  4232462  +3     7.59
orf05085  4233140  4232496  -3     8.30
orf05088  4235082  4233319  -1     8.90
orf05089  4236563  4235457  -3    11.56
orf05090  4237427  4236594  -3    11.34
orf05091  4238976  4237447  -1     9.70
orf05092  4239131  4240267  +2     7.33
orf05093  4240270  4240812  +1    10.30
orf05094  4240894  4241541  +1     9.08
orf05095  4242474  4241623  -1     9.44
orf05097  4244487  4242571  -1     3.53
orf05098  4246459  4244537  -2     6.20
orf05099  4247210  4246434  -3    12.29
orf05100  4248185  4247304  -3     8.15
orf05101  4248367  4248176  -2     2.44
orf05102  4249085  4248378  -3    10.37
orf05103  4250511  4249225  -1    11.72
orf05104  4251059  4250511  -3     5.39
orf05105  4251413  4251123  -3     6.34
orf05106  4251761  4251417  -3     6.00
orf05107  4252081  4251773  -2    11.03
orf05108  4253638  4252247  -2     9.93
orf05109  4254566  4253706  -3     7.11
orf05110  4255305  4254559  -1    12.01
orf05111  4256236  4255439  -2     9.57
orf05112  4256925  4256239  -1     9.14
orf05113  4257506  4256961  -3     5.42
orf05114  4258372  4257521  -2    10.22
orf05115  4259433  4258414  -1    14.22
orf05116  4260269  4259592  -3     4.93
orf05117  4260891  4260316  -1    10.71
orf05118  4262074  4261112  -2    11.84
orf05119  4263541  4262240  -2     9.66
orf05121  4266280  4263635  -2    10.21
orf05122  4267701  4266676  -1     5.20
orf05123  4268747  4267764  -3    11.55
orf05124  4270146  4268857  -1    12.90
orf05125  4271135  4270146  -3    13.02
orf05126  4271908  4271156  -2     8.33
orf05127  4272839  4271910  -3    11.35
orf05128  4273688  4272855  -3     4.48
orf05129  4275040  4273706  -2    10.78
orf05130  4275456  4275908  +3    10.31
orf05131  4275911  4276327  +2    14.26
orf05132  4276956  4276360  -1    13.83
orf05134  4279283  4276953  -3    12.73
orf05135  4281140  4279467  -3    11.44
orf05136  4282503  4281244  -1    11.55
orf05137  4284045  4282768  -1    12.17
orf05138  4285354  4284356  -2     9.80
orf05139  4285800  4285552  -1     1.61
orf05142  4286320  4286934  +1     9.26
orf05143  4287220  4287020  -2     5.67
orf05145  4288392  4287889  -1    10.20
orf05146  4289014  4288406  -2    13.52
orf05147  4289763  4289026  -1    13.24
orf05148  4290941  4289892  -3    11.52
orf05149  4291881  4291072  -1    11.35
orf05150  4293417  4292092  -1     7.64
orf05151  4293451  4293579  +1     1.43
orf05152  4293778  4294461  +1    13.18
orf05153  4295149  4294511  -2     8.55
orf05154  4295972  4295310  -3     7.68
orf05155  4296414  4296127  -1     6.57
orf05156  4296812  4296588  -3     6.61
orf05158  4298282  4296978  -3     8.34
orf05159  4299212  4298313  -3     6.10
orf05160  4300550  4299306  -3    11.47
orf05161  4301814  4300564  -1    10.05
orf05162  4303489  4301924  -2    10.19
orf05163  4303759  4304658  +1     6.25
orf05165  4304674  4305594  +1     6.59
orf05166  4305609  4306625  +3     5.90
orf05167  4306627  4307613  +1     4.29
orf05168  4307683  4308204  +1     4.09
orf05169  4308452  4309147  +2     5.34
orf05172  4309151  4309906  +2     3.17
orf05173  4309909  4310454  +1     3.01
orf05174  4310684  4310869  +2     5.91
orf05175  4311507  4310935  -1    13.13
orf05177  4311608  4312573  +2     7.50
orf05178  4312717  4313382  +1    11.30
orf05179  4313872  4313441  -2    12.84
orf05180  4315211  4313991  -3     8.40
orf05181  4316098  4315214  -2    11.70
orf05182  4316442  4317269  +3    11.95
orf05184  4317764  4317294  -3     8.48
orf05185  4318081  4317752  -2    13.03
orf05186  4318865  4318071  -3    11.99
orf05188  4319130  4319909  +3     7.76
orf05189  4320392  4319946  -3    10.36
orf05190  4321255  4320494  -2     8.67
orf05191  4323041  4321248  -3    11.49
orf05192  4323681  4323055  -1     6.26
orf05193  4323983  4324432  +2     9.35
orf05194  4326331  4324547  -2    10.01
orf05195  4326794  4326480  -3    11.21
orf05196  4327983  4327006  -1    13.81
orf05197  4328793  4328020  -1    15.16
orf05198  4329648  4328872  -1    11.33
orf05199  4330247  4329660  -3     7.95
orf05200  4332101  4330353  -3     9.20
orf05201  4332977  4332228  -3     9.14
orf05202  4333236  4333096  -1     0.35
orf05204  4333354  4334328  +1    12.34
orf05205  4334336  4336372  +2     8.46
orf05206  4336485  4336988  +3     9.06
orf05207  4337125  4337457  +1     4.57
orf05209  4338216  4337521  -1     6.41
orf05210  4339112  4338243  -3     7.91
orf05212  4339854  4339150  -1     3.83
orf05213  4340966  4340043  -3    11.07
orf05215  4342027  4341092  -2     8.91
orf05216  4342721  4342029  -3     9.50
orf05217  4342890  4343063  +3    10.90
orf05218  4343064  4343258  +3     7.66
orf05219  4344497  4343298  -3    12.56
orf05220  4346377  4344587  -2     9.22
orf05221  4346688  4347011  +3    11.30
orf05222  4347733  4347077  -2     9.60
orf05223  4348643  4347873  -3     8.86
orf05224  4349616  4348633  -1     8.55
orf05225  4350525  4349644  -1    12.16
orf05227  4353252  4350595  -1     8.76
orf05228  4353735  4353277  -1    10.00
orf05230  4354472  4353759  -3    12.04
orf05231  4356284  4354959  -3    11.18
orf05232  4357450  4356761  -2     8.25
orf05233  4360006  4357646  -2    10.91
orf05234  4361747  4360026  -3    12.79
orf05235  4362339  4361800  -1     6.39
orf05236  4362610  4362341  -2     3.80
orf05237  4362735  4363670  +3     9.69
orf05238  4364053  4364304  +1     5.06
orf05239  4364479  4364345  -2     8.75
orf05240  4365964  4364573  -2     9.58
orf05241  4368883  4366463  -2    13.69
orf05242  4369936  4368902  -2    13.90
orf05243  4371054  4370257  -1    13.60
orf05244  4371137  4371346  +2    17.67
orf05245  4371508  4372065  +1     9.35
orf05246  4372205  4372915  +2     4.14
orf05247  4372955  4373662  +2     3.64
orf05249  4373821  4374192  +1     7.30
orf05250  4374230  4374586  +2     6.16
orf05252  4376408  4374609  -3     7.93
orf05254  4377074  4376421  -3    12.09
orf05255  4377372  4377989  +3     8.22
orf05256  4379114  4378029  -3    13.71
orf05257  4379675  4379184  -3    11.73
orf05258  4380502  4380146  -2     9.36
orf05259  4380740  4380540  -3     7.60
orf05260  4381262  4380762  -3     8.45
orf05261  4383596  4381659  -3    12.16
orf05262  4384784  4383903  -3     7.00
orf05263  4386003  4385065  -1    10.13
orf05264  4387443  4386037  -1     9.29
orf05265  4388032  4387571  -2     8.56
orf05266  4388710  4388318  -2     6.12
orf05267  4389005  4388865  -3     3.39
orf05268  4390119  4389091  -1    11.93
orf05269  4390831  4390229  -2    14.66
orf05270  4391515  4390883  -2     7.97
orf05271  4392418  4391588  -2     8.22
orf05272  4395064  4392431  -2    12.17
orf05274  4397114  4395351  -3    10.55
orf05275  4397826  4397107  -1    12.22
orf05276  4398147  4397974  -1     5.01
orf05277  4398316  4398447  +1     3.78
orf05278  4398977  4398504  -3    11.25
orf05279  4400132  4399194  -3    13.77
orf05280  4401444  4400152  -1    13.07
orf05281  4402753  4401605  -2     8.97
orf05282  4403602  4403141  -2    10.84
orf05284  4404023  4405141  +2     3.92
orf05285  4406116  4405727  -2     6.60
orf05287  4408073  4406316  -3    11.26
orf05288  4409086  4408127  -2    13.08
orf05289  4410189  4409215  -1    12.10
orf05290  4411046  4410177  -3     9.07
orf05291  4411876  4411232  -2     7.83
orf05292  4413129  4411891  -1    12.56
orf05293  4416559  4413233  -2     8.71
orf05294  4416677  4417015  +2    11.87
orf05295  4417012  4417515  +1     5.63
orf05296  4418499  4417567  -1    12.78
orf05297  4418717  4418592  -3     3.20
orf05298  4418739  4419044  +3     5.51
orf05299  4419315  4419058  -1     4.09
orf05300  4419798  4419496  -1     1.38
orf05301  4421305  4419992  -2    12.07
orf05302  4421550  4421711  +3    12.38
orf05303  4422435  4421752  -1    13.62
orf05304  4422585  4423682  +3    12.72
orf05305  4424082  4423711  -1     7.69
orf05306  4424477  4424103  -3     6.85
orf05308  4424571  4425398  +3     4.53
orf05309  4425619  4425413  -2     2.02
orf05310  4426466  4426011  -3     6.37
orf05311  4426883  4426539  -3     7.91
orf05312  4427674  4426886  -2     7.56
orf05313  4428003  4427671  -1     9.41
orf05315  4428476  4428048  -3     2.18
orf05316  4428655  4428870  +1     2.91
orf05317  4428867  4429292  +3     2.93
orf05318  4430477  4429344  -3    14.85
orf05319  4431449  4430691  -3    11.27
orf05320  4431630  4432088  +3    12.20
orf05321  4432825  4432130  -2     6.69
orf05322  4432921  4433100  +1    10.21
orf05323  4433499  4433158  -1     9.11
orf05324  4434986  4433598  -3    11.44
orf05325  4436188  4434983  -2    13.15
orf05326  4436259  4436423  +3     0.46
orf05327  4436439  4436672  +3     4.25
orf05328  4436896  4436687  -2     4.94
orf05329  4437753  4438415  +3     9.52
orf05330  4439280  4438447  -1     9.14
orf05331  4439418  4440053  +3     3.54
orf05332  4440125  4440559  +2     9.18
orf05333  4441776  4440583  -1    10.75
orf05334  4443061  4442075  -2    10.97
orf05335  4443761  4443261  -3    12.17
orf05336  4444291  4443896  -2    13.79
orf05337  4444933  4444304  -2     5.27
orf05338  4445148  4445951  +3     8.83
orf05339  4447672  4446104  -2     9.50
orf05340  4448173  4447742  -2    13.71
orf05341  4449862  4448276  -2     9.55
orf05344  4450337  4450140  -3    13.20
orf05345  4451632  4450418  -2    11.95
orf05346  4452781  4451639  -2    10.32
orf05347  4454662  4452950  -2    10.07
orf05348  4454634  4454756  +3     4.72
orf05349  4455712  4454870  -2     9.13
orf05350  4455837  4456781  +3     5.55
orf05351  4457020  4456793  -2     5.80
orf05352  4457430  4457092  -1     5.94
orf05353  4457578  4458057  +1     8.67
orf05354  4459294  4458119  -2     9.83
orf05355  4459692  4460294  +3     7.76
orf05356  4460477  4460349  -3     9.43
orf05357  4460628  4460930  +3     5.42
orf05358  4462264  4461008  -2    11.60
orf05359  4462886  4462641  -3     3.29
orf05360  4463382  4462867  -1     7.02
orf05361  4463848  4463393  -2     4.72
orf05362  4465844  4464126  -3    12.41
orf05363  4466021  4466653  +2     8.07
orf05364  4466671  4467315  +1    10.11
orf05365  4467312  4468478  +3     6.94
orf05366  4468902  4468726  -1     9.24
orf05367  4469807  4469118  -3     9.47
orf05368  4471263  4469809  -1     8.26
orf05369  4471413  4472093  +3     6.64
orf05370  4472173  4473099  +1     8.99
orf05371  4473228  4473626  +3    11.37
orf05372  4473949  4473677  -2     9.10
orf05373  4474100  4474396  +2     5.55
orf05374  4474478  4474714  +2     3.72
orf05375  4474716  4475078  +3     6.07
orf05376  4476111  4475113  -1    10.18
orf05378  4477656  4476640  -1     8.11
orf05379  4478100  4477774  -1     6.18
orf05380  4478612  4478100  -3    11.67
orf05381  4478800  4479915  +1     9.95
orf05382  4480386  4479952  -1    10.83
orf05384  4480985  4480581  -3     8.44
orf05385  4481631  4481077  -1     9.78
orf05386  4483138  4481828  -2     8.58
orf05387  4484509  4483391  -2    12.61
orf05392  4488506  4484571  -3    11.93
orf05393  4489072  4488728  -2     9.55
orf05394  4490121  4489507  -1    11.89
orf05395  4490951  4490118  -3    11.54
orf05396  4491324  4491010  -1    10.77
orf05397  4491917  4491408  -3    11.72
orf05398  4493232  4492159  -1    12.91
orf05399  4493381  4493692  +2    11.95
orf05400  4494782  4493928  -3     8.18
orf05401  4495505  4494852  -3    10.63
orf05402  4495738  4496016  +1     4.05
orf05404  4496817  4496020  -1     7.25
orf05406  4499188  4497047  -2     7.49
orf05407  4499871  4499326  -1    10.39
orf05408  4500301  4499975  -2    13.64
orf05409  4501380  4500343  -1    14.38
orf05410  4501738  4501959  +1     3.21
orf05411  4502769  4502041  -1    13.73
orf05412  4504463  4502811  -3     9.91
orf05413  4504718  4505989  +2    10.13
orf05414  4505970  4506344  +3     3.05
orf05415  4506307  4507710  +1     8.42
orf05416  4508065  4507742  -2     4.31
orf05417  4508497  4508066  -2    11.44
orf05418  4508921  4509148  +2     6.58
orf05419  4509365  4509183  -3     8.97
orf05420  4509603  4509367  -1     3.74
orf05421  4509859  4510320  +1     9.04
orf05422  4511165  4510380  -3    12.05
orf05423  4512036  4511179  -1     9.74
orf05424  4512492  4512073  -1     6.28
orf05425  4512819  4512586  -1    16.11
orf05426  4513286  4512822  -3    14.43
orf05427  4513798  4513283  -2     7.86
orf05428  4515057  4513768  -1     8.85
orf05429  4515141  4515626  +3    12.15
orf05430  4516678  4515665  -2    10.45
orf05431  4516874  4516695  -3     3.85
orf05432  4517615  4516989  -3    11.06
orf05435  4519293  4517884  -1     8.27
orf05436  4519604  4519467  -3     7.10
orf05437  4520035  4519811  -2     7.48
orf05438  4520418  4520113  -1    14.90
orf05439  4520619  4520801  +3     7.66
orf05440  4521975  4520851  -1     8.00
orf05441  4522391  4522161  -3     3.54
orf05442  4522351  4522815  +1     4.05
orf05443  4523004  4524371  +3     5.84
orf05444  4524389  4525483  +2     3.34
orf05445  4525459  4526538  +1     4.56
orf05446  4526629  4526814  +1    10.41
orf05447  4527004  4527426  +1    10.95
orf05451  4528223  4527471  -3     7.63
orf05452  4528300  4528452  +1     4.52
orf05453  4530888  4528480  -1    11.54
orf05454  4532556  4531363  -1    11.02
orf05456  4534107  4532926  -1     5.37
orf05457  4534608  4534111  -1     9.36
orf05458  4535209  4534643  -2    11.46
orf05459  4537418  4535559  -3    10.39
orf05460  4538198  4537437  -3    13.85
orf05461  4539559  4538537  -2     8.40
orf05462  4539845  4539696  -3    11.93
orf05463  4540124  4539861  -3    15.12
orf05464  4540236  4541195  +3     9.75
orf05465  4541192  4541764  +2     9.82
orf05466  4541962  4542795  +1     5.96
orf05467  4542814  4543494  +1     3.55
orf05468  4543519  4544193  +1     7.90
orf05469  4544349  4545650  +3     6.72
orf05471  4545899  4545687  -3     7.45
orf05472  4546995  4545961  -1     7.98
orf05473  4546994  4547110  +2     2.04
orf05474  4547866  4547063  -2     7.65
orf05475  4547941  4548453  +1    10.28
orf05476  4548598  4549131  +1     5.16
orf05477  4549144  4550286  +1     4.38
orf05478  4551171  4550569  -1    10.03
orf05479  4551677  4551168  -3    11.66
orf05480  4551915  4552094  +3     6.89
orf05481  4552101  4552280  +3     6.36
orf05482  4553520  4552321  -1    12.10
orf05483  4553924  4554037  +2     0.72
orf05484  4554040  4555626  +1     9.90
orf05485  4556705  4556322  -3    10.02
orf05486  4556985  4557206  +3     2.32
orf05487  4558140  4557235  -1     8.67
orf05488  4558762  4558439  -2     8.26
orf05489  4559084  4560004  +2     7.70
orf05490  4561425  4560205  -1     7.25
orf05491  4562678  4561422  -3     5.74
orf05492  4562995  4563804  +1     6.52
orf05493  4565507  4563990  -3     8.87
orf05495  4566102  4565641  -1     3.32
orf05496  4566603  4566373  -1     5.65
orf05497  4566911  4566615  -3     6.36
orf05498  4567061  4568038  +2    10.00
orf05499  4568125  4568814  +1     7.12
orf05501  4568807  4569613  +2     3.20
orf05502  4569875  4569648  -3    10.93
orf05503  4571215  4570100  -2    11.51
orf05504  4571597  4571983  +2     8.27
orf05505  4572561  4572022  -1     7.85
orf05506  4573152  4572673  -1     9.17
orf05507  4573554  4573237  -1     9.25
orf05508  4573638  4573787  +3     4.47
orf05509  4573990  4574220  +1     4.34
orf05510  4575188  4574715  -3    11.82
orf05511  4575317  4575553  +2     3.50
orf05512  4576113  4575550  -1    10.95
orf05513  4576338  4577687  +3     7.82
orf05514  4577677  4578705  +1     9.28
orf05515  4579087  4578872  -2     9.09
orf05516  4579227  4579102  -1     5.27
orf05517  4579996  4579190  -2    12.25
orf05519  4580706  4581743  +3     6.44
orf05520  4581936  4582808  +3    10.71
orf05521  4583134  4582916  -2     3.83
orf05522  4584047  4583232  -3     5.58
orf05523  4584566  4584060  -3    11.17
orf05524  4584992  4584588  -3    13.52
orf05525  4585738  4585073  -2    14.71
orf05526  4586139  4586717  +3    14.03
orf05527  4587128  4586961  -3     4.07
orf05528  4589133  4587145  -1    11.39
orf05529  4589357  4589130  -3     7.11
orf05530  4589740  4590408  +1     8.06
orf05531  4592470  4590617  -2     8.48
orf05532  4593156  4592467  -1     9.08
orf05533  4593816  4593196  -1     8.21
orf05534  4594352  4593906  -3    13.89
orf05535  4594861  4594529  -2     1.64
orf05536  4595257  4595045  -2     8.72
orf05537  4595421  4595972  +3    11.85
orf05538  4596207  4597109  +3    10.23
orf05539  4597850  4597170  -3    10.96
orf05541  4598032  4599027  +1     6.92
orf05542  4599595  4599179  -2    13.20
orf05543  4600623  4599613  -1    12.08
orf05544  4601337  4601158  -1     3.46
orf05545  4601759  4601412  -3    10.23
orf05546  4602646  4602056  -2     8.26
orf05547  4603224  4602646  -1     8.20
orf05548  4605316  4603367  -2     9.22
orf05549  4606073  4605303  -3    11.18
orf05550  4606761  4607252  +3    10.27
orf05551  4607454  4608149  +3    11.67
orf05552  4608152  4609174  +2     8.38
orf05553  4609269  4609508  +3     1.89
orf05554  4609593  4609829  +3     4.48
orf05555  4609963  4611243  +1     6.39
orf05557  4611486  4613273  +3     4.47
orf05558  4613294  4614046  +2     8.84
orf05560  4614130  4614750  +1     5.09
orf05561  4614855  4616021  +3     4.88
orf05562  4616263  4616072  -2     8.78
orf05563  4617757  4616432  -2    11.12
orf05564  4618531  4617806  -2    10.16
orf05565  4619547  4618531  -1     9.80
orf05566  4620295  4619540  -2    15.78
orf05567  4621400  4620297  -3    12.46
orf05568  4622478  4621378  -1    10.28
orf05569  4623104  4622814  -3     5.33
